track_id,name,artist,spotify_preview_url,spotify_id,tags,genre,year,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
SONG_4716,Mark On The Bus,Beastie Boys,https://p.scdn.co/mp3-preview/a5373dc3a42285b7c6b85105f4c5f4043cea98eb?cid=774b29d4f13844c495f206cafdad9c86,1C0ZqXUtLst06RLwSr20s5,"soul, rap, hip_hop, funk",Rap,1992,65560,0.734,0.309,7,-11.897,1,0.332,0.708,0.0,0.0954,0.709,76.438,4
SONG_4717,Another Innocent Girl,Alkaline Trio,https://p.scdn.co/mp3-preview/82166bfad87357eef35c6a7b3d2e2b14a9b3970e?cid=774b29d4f13844c495f206cafdad9c86,0nWSHMsOtca6hRBfm2u0Z8,"rock, punk, punk_rock, emo",Punk,2001,217706,0.488,0.935,9,-3.75,1,0.101,0.00362,0.000104,0.0762,0.659,146.678,4
SONG_4722,Tobacco Island,Flogging Molly,https://p.scdn.co/mp3-preview/39b78985c69aac2571b5228681740b7f55d3315c?cid=774b29d4f13844c495f206cafdad9c86,0vnT6odRtr8wnfh6ghbwYT,punk,,2010,374160,0.258,0.946,0,-4.445,1,0.162,0.215,0.00183,0.987,0.451,153.787,4
SONG_4725,Stay Golden,Au Revoir Simone,https://p.scdn.co/mp3-preview/1d7a10e8f4f937be11c1407d674ca5790ee55e94?cid=774b29d4f13844c495f206cafdad9c86,32k6Gc8PsiweuK1Hd4yqR5,"indie, female_vocalists, piano, mellow",Pop,2005,170586,0.291,0.305,7,-12.705,0,0.0462,0.81,0.897,0.074,0.191,78.189,4
SONG_4727,You Part the Waters,Cake,https://p.scdn.co/mp3-preview/cab512caf78a6d08f3320a77888455398e42f937?cid=774b29d4f13844c495f206cafdad9c86,3yZgtLB64pkrk7AeVhnF1R,"rock, alternative, jazz, funk, piano, male_vocalists",Rock,1994,170026,0.477,0.585,0,-10.712,1,0.0414,0.516,0.00274,0.494,0.726,98.61,4
SONG_4730,Be My Angel,Mazzy Star,https://p.scdn.co/mp3-preview/b37ccba483e795e557d0a8cd9e37dfd28f895d8e?cid=774b29d4f13844c495f206cafdad9c86,3R6kyOmqWcAsqZqqe9CGL0,"indie, female_vocalists, blues, psychedelic, country, downtempo, beautiful",,1990,197333,0.356,0.426,9,-10.857,1,0.0265,0.0305,0.00364,0.116,0.269,165.323,3
SONG_4733,Wish I Could Forget You,Silverstein,https://p.scdn.co/mp3-preview/e9ec039d5b8744d68159caf948517cef36cbafb0?cid=774b29d4f13844c495f206cafdad9c86,0y1DriqAm12zU1XNqOUnLT,"hardcore, emo, post_hardcore, screamo",,2006,207666,0.282,0.898,7,-4.733,1,0.117,0.01,0.00188,0.104,0.246,102.288,3
SONG_4743,So Cold I Could See My Breath,Emery,https://p.scdn.co/mp3-preview/71844a6729a431a930d02b564f4b73f722ac75dc?cid=774b29d4f13844c495f206cafdad9c86,0NRoMntYjWTefK3Pk7uiuQ,"rock, hardcore, emo, post_hardcore, screamo",Rock,2006,213320,0.518,0.925,10,-5.045,0,0.0485,0.0354,0.00347,0.16,0.636,90.001,4
SONG_4746,Altered Beast,We Are Scientists,https://p.scdn.co/mp3-preview/fc5433eee74bb29ac026d32a286d3b7071d7b087?cid=774b29d4f13844c495f206cafdad9c86,0ngUwBKQ6yVZ6EwQUrVChc,"indie, indie_rock, soundtrack, blues",Rock,2008,236813,0.474,0.742,2,-5.995,1,0.0326,0.000356,0.0,0.0589,0.193,104.97,4
SONG_4747,Sweet Feeling,Black Rebel Motorcycle Club,https://p.scdn.co/mp3-preview/624573eeb5993b8447799dedf1310a51fa7dce01?cid=774b29d4f13844c495f206cafdad9c86,2u7ICGASYB3InFCJKA61Cz,"rock, indie, alternative_rock, psychedelic, psychedelic_rock, britpop",Rock,2010,204626,0.29,0.405,0,-7.732,1,0.0314,0.734,0.00128,0.23,0.281,115.367,3
SONG_4751,You Can Make Him Like You,The Hold Steady,https://p.scdn.co/mp3-preview/ffc9e5c12ba4726f0bc1961564038bf9581b4068?cid=774b29d4f13844c495f206cafdad9c86,02YakVnV6J01new6Lw44ID,"rock, alternative_rock, indie_rock",Rock,2006,168666,0.353,0.881,7,-4.446,1,0.205,0.16,0.00498,0.379,0.75,161.484,4
SONG_4754,Swim,Jack's Mannequin,https://p.scdn.co/mp3-preview/db7054d9ad3002cfca39c8340ab1d469a8f9f982?cid=774b29d4f13844c495f206cafdad9c86,08hh1QNXTUJ6cD9zEZ798r,piano,Rock,2008,256173,0.311,0.901,3,-5.995,1,0.115,0.0235,3.41e-05,0.0759,0.289,199.941,3
SONG_4756,Cringe,Alkaline Trio,https://p.scdn.co/mp3-preview/5928dfd724604620fdb041cceada3135e584791b?cid=774b29d4f13844c495f206cafdad9c86,0rp47ZE0Ej8bc7KbgvoQRG,"punk, hardcore, punk_rock, emo",,1998,143893,0.285,0.922,0,-3.899,1,0.0877,3.63e-05,0.00653,0.133,0.448,124.364,4
SONG_4758,Your Country,Gogol Bordello,https://p.scdn.co/mp3-preview/4676a98202ee62d9e476b037631af35e1d2afe1d?cid=774b29d4f13844c495f206cafdad9c86,0jUrT8VdIkm8sEgNmlDn5k,"rock, soul, funk",,2007,255826,0.445,0.845,11,-4.731,0,0.0407,0.00284,4.69e-05,0.0161,0.812,117.162,4
SONG_4762,Doctors And Dealers,Dirty Pretty Things,https://p.scdn.co/mp3-preview/b929e5cb8cd2f384bacec26907870f175d9b9088?cid=774b29d4f13844c495f206cafdad9c86,0UtzhGS8yA3KgaVfquRgsz,"rock, indie, indie_rock, britpop",Rock,2006,197093,0.422,0.981,5,-2.221,1,0.0809,0.00144,0.0,0.108,0.471,119.784,4
SONG_4764,Your Hands (Together),The New Pornographers,https://p.scdn.co/mp3-preview/ef04fece9fac5d3f40f6abf55d862b3b522570bd?cid=774b29d4f13844c495f206cafdad9c86,04Opkz4yNUWew298eQReg6,"indie, indie_rock, post_rock, indie_pop",Rock,2010,212760,0.373,0.524,0,-8.109,1,0.0403,0.0246,0.0,0.317,0.473,113.162,3
SONG_4773,White Daisy Passing,Rocky Votolato,https://p.scdn.co/mp3-preview/6058d517261083826e4e1648843dc5ee624d7f61?cid=774b29d4f13844c495f206cafdad9c86,5AlFSrPHOtlEt9hOi62w64,"indie, folk, singer_songwriter, acoustic",Folk,2006,190986,0.574,0.449,0,-10.72,1,0.0348,0.766,0.00459,0.116,0.351,142.142,4
SONG_4774,Saddest Girl Story,The Starting Line,https://p.scdn.co/mp3-preview/157c93a4678284ae2f2f78c37957fb739e46993b?cid=774b29d4f13844c495f206cafdad9c86,1cYICnAaOscYUotYdrLgxw,"rock, alternative, punk_rock, emo",Rock,2001,203506,0.336,0.821,7,-2.729,1,0.0585,0.000701,0.0,0.125,0.282,109.818,4
SONG_4788,Snare Hangar,Battles,https://p.scdn.co/mp3-preview/7a99969ce994d4297fd73a4ab90c18921b051e85?cid=774b29d4f13844c495f206cafdad9c86,3YYO94wNxI4vbBO4i6eVUy,"experimental, indie_rock, post_rock",,2007,118853,0.487,0.63,8,-7.546,1,0.0378,0.000231,0.825,0.105,0.275,172.655,4
SONG_4789,Lewis Takes Off His Shirt,Owen Pallett,https://p.scdn.co/mp3-preview/d2e6ec6b0dcadb2cfaddc2701e0e131e7773f0b6?cid=774b29d4f13844c495f206cafdad9c86,0mlRzwQOyLW5whTudeDCfn,"indie, beautiful",,2010,308480,0.664,0.629,2,-9.161,1,0.0333,0.921,0.703,0.0962,0.694,162.11,4
SONG_4795,I Must Be Dreaming,The Maine,https://p.scdn.co/mp3-preview/5574a695a53493abd32ad56ff3afd64c33599f53?cid=774b29d4f13844c495f206cafdad9c86,1fljyIERlUP0ZjSffb7WLR,"rock, punk, punk_rock, emo, love, pop_rock",,2008,166253,0.484,0.931,6,-4.328,1,0.0776,0.0188,0.0,0.436,0.463,125.99,4
SONG_4806,Ghost Town,The Vaccines,https://p.scdn.co/mp3-preview/723b3334bf0f6eff77d862c08dfe9a5401e174e5?cid=774b29d4f13844c495f206cafdad9c86,1CzooskJKgUN9XLGibPTWw,"indie, indie_rock, british",,2012,140906,0.464,0.863,6,-5.667,0,0.0336,0.00151,0.199,0.163,0.874,109.222,4
SONG_4809,The Shadowlands,Ryan Adams,https://p.scdn.co/mp3-preview/d74f9bcbdbe578229455acddfb53a834a56c78c0?cid=774b29d4f13844c495f206cafdad9c86,25XC8y5LVUvCVtqvrCyLE9,"indie, singer_songwriter, piano, downtempo, guitar, mellow",,2003,318586,0.51,0.196,6,-11.279,1,0.0405,0.866,0.0289,0.0877,0.141,120.496,4
SONG_4815,Anywhere With You,Saves the Day,https://p.scdn.co/mp3-preview/e06b9f469238ec9e417c1061a628f99b2c5d4f4b?cid=774b29d4f13844c495f206cafdad9c86,129rE2nAFIdl4UhDg1xMxo,"rock, indie, punk_rock, emo",Rock,2003,152026,0.546,0.902,7,-4.541,0,0.05,0.000553,0.000351,0.119,0.591,116.879,4
SONG_4818,Hold Fast Hope,Thrice,https://p.scdn.co/mp3-preview/c60083d6f43ac8cd43b101995284e4df27e37e49?cid=774b29d4f13844c495f206cafdad9c86,1VEZXi9tWwdJx6STNTouKR,"hardcore, metalcore, emo, post_hardcore, screamo",,2005,240253,0.258,0.982,5,-3.159,1,0.346,0.00323,9.24e-05,0.497,0.0586,130.192,3
SONG_4819,Everything To Nothing,Manchester Orchestra,https://p.scdn.co/mp3-preview/3161cfb50f8764bad7d8e3328fce3fba53acb12a?cid=774b29d4f13844c495f206cafdad9c86,6Nyje8hnMHKNJI5t7Gsl32,"rock, alternative, indie, alternative_rock, indie_rock, emo, 00s",Rock,2009,337680,0.478,0.63,1,-5.269,1,0.0363,0.0102,0.00919,0.113,0.215,138.924,3
SONG_4820,Sixteen,Bombay Bicycle Club,https://p.scdn.co/mp3-preview/0aeb258b084b1e8a6471906289c0928424adee03?cid=774b29d4f13844c495f206cafdad9c86,5ha2Fw77dkeSJc9Hf8ML4S,"indie, indie_rock, british, indie_pop",Rock,2007,248706,0.653,0.848,4,-5.968,1,0.0269,0.0744,0.00399,0.0961,0.832,131.042,4
SONG_4822,Friday's Dust,Doves,https://p.scdn.co/mp3-preview/fb779323069408f7f0816c991b327d34c4f2596b?cid=774b29d4f13844c495f206cafdad9c86,1iTTtCCY9G3dNghhvhTZgC,"rock, alternative, indie, indie_rock, british, industrial, britpop",Rock,2012,215306,0.0728,0.484,7,-10.356,0,0.0392,0.276,0.133,0.499,0.11,71.288,3
SONG_4824,I'll Begin Again,Dropkick Murphys,https://p.scdn.co/mp3-preview/6363ba5a65fb31b701e8908e197db3cc9f2a0ff4?cid=774b29d4f13844c495f206cafdad9c86,0atpOl4fM1oMKvGgoG7Hpa,"punk, punk_rock",Punk,2007,158386,0.303,0.972,8,-1.484,1,0.0746,7.22e-05,0.0,0.411,0.55,103.551,4
SONG_4828,Orphans,The Gaslight Anthem,https://p.scdn.co/mp3-preview/d88dfa760a5f1a76f5fe71de7527420b67b4f134?cid=774b29d4f13844c495f206cafdad9c86,0iaddg5Gfph5CS0qbH2D8v,"rock, punk_rock, blues, country",Rock,2010,205146,0.457,0.986,0,-2.676,1,0.0485,0.000155,0.000559,0.393,0.809,91.9,4
SONG_4832,The Man I Killed,NOFX,https://p.scdn.co/mp3-preview/64d08002e432aafa72d72d80233a4e61ebb6d13e?cid=774b29d4f13844c495f206cafdad9c86,0xvVQlxxjvuVRa6HB3prZs,"punk, punk_rock",Punk,2006,78800,0.597,0.974,7,-4.526,1,0.0776,0.00696,0.0,0.0786,0.845,136.064,4
SONG_4833,Torches Together,mewithoutYou,https://p.scdn.co/mp3-preview/6c2a7443fd70baf9ffb2f8c4649f7a04ea461a6a?cid=774b29d4f13844c495f206cafdad9c86,0SpeFYeZdNdZLmcqgRlRrd,"rock, indie, punk_rock, psychedelic, emo, post_hardcore, grunge, screamo",Rock,2011,226573,0.562,0.705,1,-7.313,0,0.0403,0.000307,6.76e-05,0.0902,0.597,131.749,4
SONG_4836,You Can't Be Missed If You Never Go Away,Cobra Starship,https://p.scdn.co/mp3-preview/998713d99996c00c818a0636b0d597de33b888ff?cid=774b29d4f13844c495f206cafdad9c86,0PhfozBqDBoYjrwB7ATBG0,"rock, alternative, indie, indie_rock, emo",Rock,2006,201173,0.411,0.89,5,-4.155,1,0.0465,3.58e-05,4.56e-05,0.0728,0.249,136.033,4
SONG_4837,Why Don't You Find Out for Yourself,Morrissey,https://p.scdn.co/mp3-preview/b65896a101d47ff5d13d1e5bd0ea5ff9dfff27dc?cid=774b29d4f13844c495f206cafdad9c86,0GaNjNdsn43yfUdwDQ3VXL,"alternative, indie, singer_songwriter, 80s, british, post_punk, male_vocalists, britpop",Rock,1994,200026,0.576,0.45,3,-12.674,0,0.0309,0.803,5.6e-06,0.152,0.558,76.836,4
SONG_4840,Returning to the Fold,The Thermals,https://p.scdn.co/mp3-preview/ff960bb7be9385478a0daf243ae6b3842f3738f0?cid=774b29d4f13844c495f206cafdad9c86,03Vu2IibjBgKIEqyjL1QCs,"rock, indie, indie_rock, punk_rock",Rock,2006,159226,0.534,0.864,11,-2.021,1,0.0417,0.0125,0.0,0.105,0.637,114.673,4
SONG_4843,Black Market Baby,Tom Waits,https://p.scdn.co/mp3-preview/802acbc7321f9db3801b716ba5b10a1178f8c47f?cid=774b29d4f13844c495f206cafdad9c86,054SIli6BURXOBp0zIRuPb,"rock, alternative, jazz, singer_songwriter, soundtrack, blues, blues_rock",Rock,1999,302440,0.424,0.468,8,-12.54,0,0.0544,0.831,0.00199,0.251,0.395,113.654,1
SONG_4849,You Can Never Hold Back Spring,Tom Waits,https://p.scdn.co/mp3-preview/d9c33d3b0afdbed781e39ea6ea10d3080f7078a9?cid=774b29d4f13844c495f206cafdad9c86,0FmJEnZl6ef6ojOcEr5SZg,"alternative, jazz, folk, singer_songwriter, blues",,2006,146786,0.304,0.303,3,-10.241,1,0.0291,0.935,0.0952,0.13,0.279,93.75,4
SONG_4856,It Takes A Fool To Remain Sane,The Ark,https://p.scdn.co/mp3-preview/ca565dda70b863056de557e48183e081760590da?cid=774b29d4f13844c495f206cafdad9c86,2FJZoFkLrQyuhuMA2HCdrB,"rock, pop, swedish",Rock,2012,232840,0.687,0.594,5,-4.834,1,0.0295,0.0104,0.0,0.106,0.379,122.951,4
SONG_4864,No Future Part Three: Escape from No Future,Titus Andronicus,https://p.scdn.co/mp3-preview/b95c8ac63713fe2e79e5575df4bfb7957bf605ca?cid=774b29d4f13844c495f206cafdad9c86,0S1EakeRmbMBpGzPezQMJr,"punk, indie_rock, punk_rock",Rock,2010,316453,0.195,0.925,7,-4.997,1,0.0711,0.776,0.128,0.324,0.187,166.398,4
SONG_4867,The Food,Common,https://p.scdn.co/mp3-preview/d051cd3be529e80e471144aecadd6ce2a419b001?cid=774b29d4f13844c495f206cafdad9c86,1Ke6bqdvdGJF1ftvuO8qtP,"rap, hip_hop",Rap,2005,216866,0.567,0.733,6,-8.52,0,0.202,0.0132,0.0,0.965,0.719,88.25,4
SONG_4868,Apocalypse Now and Then,Every Time I Die,https://p.scdn.co/mp3-preview/7dd26bdaa6fffa3af0733e4711bf47229a471367?cid=774b29d4f13844c495f206cafdad9c86,0wf2lzz8vlri3yU1QpgGzO,"hardcore, punk_rock, metalcore, post_hardcore, screamo",Metal,2006,153786,0.247,0.994,4,-3.8,0,0.0962,0.0183,0.0,0.358,0.17,174.878,4
SONG_4870,All The Things That Go To Make Heaven And Earth,The New Pornographers,https://p.scdn.co/mp3-preview/7ea194cf15a8bbb1fcfaaec8eeb0458ae09422f4?cid=774b29d4f13844c495f206cafdad9c86,3HNgLSxtaQZzRNYScmvnch,"indie, indie_rock",Rock,2007,188973,0.527,0.977,6,-4.102,1,0.0428,0.288,0.000191,0.266,0.941,152.539,4
SONG_4874,Lazy (Lazy),Architecture in Helsinki,https://p.scdn.co/mp3-preview/4bdd9c00547ba0087820194baaa9ebb00fecd0a4?cid=774b29d4f13844c495f206cafdad9c86,3GDmnzju1qSIM55oiefxLq,"rock, indie, indie_pop, downtempo",Rock,2007,175706,0.64,0.611,7,-6.359,1,0.0821,0.0677,0.000173,0.233,0.737,105.997,4
SONG_4879,Opus 40,Mercury Rev,https://p.scdn.co/mp3-preview/28aa8f550ea11f97925b6012638955577c479069?cid=774b29d4f13844c495f206cafdad9c86,1FHMRVEqjCqqrAvvMgKhzN,"indie, 90s, psychedelic, american, indie_pop, psychedelic_rock",Rock,2017,536785,0.137,0.697,7,-9.424,1,0.0663,0.0654,8.29e-05,0.76,0.26,150.664,4
SONG_4880,Phone Home,The Dillinger Escape Plan,https://p.scdn.co/mp3-preview/43b2ac97b4bf63e09686ca5128e24a619e5ce425?cid=774b29d4f13844c495f206cafdad9c86,4A4WFWShfFMs64EBnaneMS,"hardcore, industrial, metalcore",Rap,2004,255773,0.523,0.962,6,-4.836,0,0.0675,0.00241,0.825,0.128,0.341,120.026,4
SONG_4886,I'm Dying Tomorrow,Alkaline Trio,https://p.scdn.co/mp3-preview/b802c63f5198b0e37d638e5b5a88df1885c5260e?cid=774b29d4f13844c495f206cafdad9c86,15bBxTOFG03cvpyTK4RD8g,"rock, punk, punk_rock, emo",,2001,138693,0.245,0.968,11,-4.261,1,0.174,0.000321,8.42e-05,0.161,0.78,189.98,4
SONG_4887,Tired Hippo,Yo La Tengo,https://p.scdn.co/mp3-preview/28d2790c3264c478bb129c45dcd12769e1effc4c?cid=774b29d4f13844c495f206cafdad9c86,2GrkX8WaCFGMxoMBiR71P9,"alternative, indie, ambient, instrumental, chillout, post_rock, guitar, noise, mellow, lounge",Rock,2000,285893,0.788,0.387,9,-12.676,0,0.0953,0.322,0.855,0.089,0.956,122.628,4
SONG_4899,Happiness Is Overrated,The Airborne Toxic Event,https://p.scdn.co/mp3-preview/d8005b0a75545da8aec54e79ef201a34442903c4?cid=774b29d4f13844c495f206cafdad9c86,0EXZwksDW6aRIM8K5o3jLy,"alternative, indie, alternative_rock, indie_rock, post_punk",Rock,2009,191533,0.365,0.78,9,-3.457,1,0.0587,0.0136,0.0,0.0645,0.31,115.773,4
SONG_4906,Sugalumps,Flight of the Conchords,https://p.scdn.co/mp3-preview/c10b64f3b0faeb7ba8e16204bfedf9585868b21d?cid=774b29d4f13844c495f206cafdad9c86,0RlygkwmzYlFSZ5ydtDgKU,"dance, male_vocalists, guitar",,2009,131760,0.896,0.588,7,-8.053,1,0.133,0.0248,3.64e-05,0.135,0.617,110.981,4
SONG_4908,All That Jazz,Echo & the Bunnymen,https://p.scdn.co/mp3-preview/e44b5544129792ec23301915e5e91cc9de0b6ec1?cid=774b29d4f13844c495f206cafdad9c86,1mCyado1ipb09hSLPCLgNt,"new_wave, post_punk",Rock,2011,188173,0.266,0.953,4,-5.055,1,0.183,0.555,3.18e-05,0.971,0.493,138.983,4
SONG_4918,Nishe,Muse,https://p.scdn.co/mp3-preview/dbfacec97d52cdf013edd59e5eb928d525ccc160?cid=774b29d4f13844c495f206cafdad9c86,21yJ7CyodxVIQz0EOYwsHp,"alternative, instrumental, blues",Rock,2000,165151,0.499,0.0343,6,-19.689,0,0.0672,0.89,0.853,0.107,0.436,78.701,4
SONG_4922,Dr. L'Ling,Minus the Bear,https://p.scdn.co/mp3-preview/a03ce0c64790435dcc0316b425795c5643dd5941?cid=774b29d4f13844c495f206cafdad9c86,0mHhTGv23yNZ3q7j8s6uXt,"indie, indie_rock, progressive_rock",Rock,2014,408000,0.225,0.812,6,-6.59,0,0.0538,0.0185,0.175,0.115,0.327,161.441,4
SONG_4928,Left Coast Envy,The Starting Line,https://p.scdn.co/mp3-preview/1fa7df9202f6a8f4db3fd52a8d8ad8cb154a68cf?cid=774b29d4f13844c495f206cafdad9c86,4JOmMnqpJWNkkutT3H5OD0,"punk_rock, emo",Rock,2002,264600,0.567,0.682,4,-5.251,1,0.0276,0.000347,0.0,0.249,0.396,90.995,4
SONG_4940,All Or Nothing,The Subways,https://p.scdn.co/mp3-preview/8d5ade3ba8022ac2e90c8fbb5b18a1761c46aa03?cid=774b29d4f13844c495f206cafdad9c86,0l7AcnCRZYlril3maG3jK1,"rock, indie_rock",Rock,2008,192000,0.597,0.797,5,-3.799,0,0.0299,6.15e-05,6.62e-05,0.204,0.88,107.074,4
SONG_4943,The Mending of the Gown,Sunset Rubdown,https://p.scdn.co/mp3-preview/363d1411c89d0ecc558add87128334f78263401a?cid=774b29d4f13844c495f206cafdad9c86,3nfBkWUA8Y6ogy0z6s7NJb,"indie, piano",Rock,2007,336466,0.394,0.908,9,-4.388,1,0.0508,0.78,0.000656,0.532,0.677,164.005,4
SONG_4946,Frankie's Gun!,The Felice Brothers,https://p.scdn.co/mp3-preview/120df5381352401a2736da6845433f336028ab4f?cid=774b29d4f13844c495f206cafdad9c86,0OdNZXNkVr2NXEmMcgnNaV,"folk, blues, country",,2008,246146,0.376,0.741,5,-4.475,1,0.0378,0.57,7.81e-06,0.0767,0.574,77.572,4
SONG_4951,Lewis Takes Action,Owen Pallett,https://p.scdn.co/mp3-preview/bd61c3c47d6ab996fc99f633b41a25b7571dbbce?cid=774b29d4f13844c495f206cafdad9c86,06U5fOLcIQvp4Wl4wlAccU,indie,,2010,174186,0.749,0.34,1,-8.931,1,0.0376,0.561,0.0203,0.462,0.657,123.1,4
SONG_4953,Sweet Talk,Dear and the Headlights,https://p.scdn.co/mp3-preview/3d0eb96dc8aba6538fbcccb90eef7a4c32b5b649?cid=774b29d4f13844c495f206cafdad9c86,2N2RSVt0BmUfSU1MSdOvBM,indie,Rock,2007,177066,0.429,0.913,11,-5.945,1,0.0431,0.000319,4.73e-05,0.101,0.739,161.122,4
SONG_4954,The Bed,Lou Reed,https://p.scdn.co/mp3-preview/cc5e73cf1880043718b13c2edc18babcfae38672?cid=774b29d4f13844c495f206cafdad9c86,0HGNhSZifzqv0rXcfNkCiS,"rock, classic_rock, singer_songwriter, 70s, psychedelic_rock",,2015,212066,0.554,0.2,9,-16.766,1,0.163,0.487,0.663,0.111,0.0389,159.276,4
SONG_4966,Atomic Love,Beatsteaks,https://p.scdn.co/mp3-preview/eab767d50ffba3c7b7878549616e2cc3fda83314?cid=774b29d4f13844c495f206cafdad9c86,4HpKTpkdiEXpswXmgGz7BR,"rock, punk, punk_rock, german",,2004,153266,0.227,0.938,7,-6.117,0,0.127,1.24e-05,0.81,0.213,0.329,167.402,4
SONG_4967,How the Leopard Got Its Spots,Portugal. The Man,https://p.scdn.co/mp3-preview/37b476ea150392459e3ea8c38b16c418235e9e0b?cid=774b29d4f13844c495f206cafdad9c86,20C9J8s198RlKn7gCxuN4H,"alternative, indie, experimental, indie_rock, post_rock, emo, post_hardcore",Rock,2006,240360,0.489,0.712,9,-6.541,0,0.0675,0.0558,0.0,0.139,0.269,142.014,4
SONG_4969,Point Of Extinction,Motion City Soundtrack,https://p.scdn.co/mp3-preview/56b0bc177957d476bee3f6bfbea1d9b0581ab5cd?cid=774b29d4f13844c495f206cafdad9c86,0XKxKloEXxWIJtiKndybQi,"rock, alternative, emo",Rock,2007,159706,0.449,0.973,8,-3.525,1,0.17,0.00116,0.0,0.0573,0.413,155.998,4
SONG_4971,All That We Needed,Plain White T's,https://p.scdn.co/mp3-preview/f79c564c874623e044791b47f32b480820da2d3d?cid=774b29d4f13844c495f206cafdad9c86,0YjFRplhIcx3jhYQKcBemC,"rock, indie, male_vocalists, emo, pop_rock",,2005,221320,0.565,0.819,2,-4.31,1,0.0309,2.19e-05,3.79e-06,0.0761,0.516,109.998,4
SONG_4972,Citrus,The Hold Steady,https://p.scdn.co/mp3-preview/e00737c85372ca72ab436084762e55f0261c2128?cid=774b29d4f13844c495f206cafdad9c86,09TmzHaZsQ4d8qLLJPVvV0,"rock, indie, indie_rock, country, britpop",,2007,164040,0.567,0.45,2,-9.061,1,0.0326,0.836,3.09e-06,0.106,0.489,117.233,4
SONG_4977,Narcolepsy,Ben Folds Five,https://p.scdn.co/mp3-preview/026aa2c306a8a6b08673014e13c30a758175a089?cid=774b29d4f13844c495f206cafdad9c86,5lcDVrzB1aHA5C5kIhBZAO,"alternative, indie, piano",,1999,324466,0.368,0.524,0,-8.489,1,0.0461,0.0382,0.0211,0.302,0.16,117.333,3
SONG_4978,Penny on the Train Track,Ben Kweller,https://p.scdn.co/mp3-preview/8f592438dc5521a32603bbcdf78a2574bcf35552?cid=774b29d4f13844c495f206cafdad9c86,1V2yqKGsH5kz9IYGq9g5Ua,"indie, singer_songwriter, piano",Rock,2006,268320,0.607,0.617,2,-5.577,1,0.0255,0.00474,2.53e-05,0.112,0.38,141.913,4
SONG_4980,Fuck You Aurora,Alkaline Trio,https://p.scdn.co/mp3-preview/e93cbacc9c287fb0899c827a488c85a00d265658?cid=774b29d4f13844c495f206cafdad9c86,33vLXrE3xkaW99rJKoaVNq,"rock, punk, hardcore, punk_rock, emo, cover, screamo",Punk,2000,289706,0.525,0.749,7,-5.325,1,0.0274,0.00366,7.83e-06,0.202,0.534,110.566,4
SONG_4985,Brain Burner,No Age,https://p.scdn.co/mp3-preview/b7d8e2a6446e40b5e0ba41c1afb8c465eee849c5?cid=774b29d4f13844c495f206cafdad9c86,15nB0sMqce0AnS7FXmNBjF,"rock, indie, punk, 00s",,2008,111853,0.251,0.997,10,-5.356,1,0.0843,0.118,0.272,0.0893,0.0365,89.121,4
SONG_4999,Reconstruction Site,The Weakerthans,https://p.scdn.co/mp3-preview/ef5c310035abfcfabac5204b34c8a54b486847ba?cid=774b29d4f13844c495f206cafdad9c86,0aaLrvZs6YQGFP5dhg0Ysa,"alternative, indie_rock",Rock,2003,164706,0.59,0.549,6,-8.365,1,0.0338,0.234,7.71e-05,0.129,0.304,91.026,4
SONG_5003,Patty Lee,Les Savy Fav,https://p.scdn.co/mp3-preview/cf03872ad0f1d89adf54af9c67661d6bcbd9aefc?cid=774b29d4f13844c495f206cafdad9c86,0jR6seiJJ6D835Edi9uXdN,"rock, indie_rock, post_punk, post_hardcore",Rock,2007,231933,0.574,0.92,9,-5.159,0,0.0445,0.00136,0.000316,0.143,0.777,129.954,4
SONG_5006,Another Pearl,Badly Drawn Boy,https://p.scdn.co/mp3-preview/7a754423824612bb2b1edc6c0ab1a51507b8166f?cid=774b29d4f13844c495f206cafdad9c86,1Z6cCc0QUJxUP9TVOlrPiV,"alternative, indie, indie_rock, singer_songwriter, male_vocalists, emo",Rock,2000,267026,0.612,0.825,8,-5.248,1,0.027,0.205,0.0,0.279,0.483,103.494,4
SONG_5007,Tiny Heart,Flyleaf,https://p.scdn.co/mp3-preview/a127dc79ff99379cc7c8d389c61aa92d7e770bc3?cid=774b29d4f13844c495f206cafdad9c86,3zwUIOIWhAoZDCGbeg4DWd,"rock, female_vocalists, alternative_rock",Rock,2009,186840,0.345,0.763,5,-4.394,1,0.0318,0.0145,0.0,0.287,0.147,172.108,4
SONG_5009,Happier,Guster,https://p.scdn.co/mp3-preview/c9c1af87bac982b91bcf47b4df20236f470361ed?cid=774b29d4f13844c495f206cafdad9c86,4jG5Cfg9Hn5ReXTHaGEW38,"rock, indie",Pop,1999,231013,0.699,0.62,9,-8.061,1,0.0271,0.343,2.21e-06,0.11,0.503,111.95,4
SONG_5011,Southbound Pachyderm,Primus,https://p.scdn.co/mp3-preview/357b2c7819247d81bb934bacfae1bbc1ba0a139d?cid=774b29d4f13844c495f206cafdad9c86,2JfkQjQGxmhXEFnHlM3JJp,"alternative_rock, progressive_rock, psychedelic, funk, psychedelic_rock",Rock,1995,382000,0.438,0.793,9,-9.584,1,0.041,0.00954,0.536,0.0993,0.352,150.303,4
